Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__mitotic sister chromatid segregation (GO:0000070),0.6810815704188368,2.7630285191314323,0.0,0.0,0.0,38/93,13.89%,Sgo1;Kif14;Kif18b;Ccnb1;Ncapg;Espl1;Cdk1;Kif2c;Sgo2;Knstrn;Spag5;Plk1;Nusap1;Kifc1;Kif22;Ncaph;Kif23;Kif18a;Cdca5;Ndc80;Cenpe;Cenpk;Prc1;Cdca8;Ncapd2;Dsn1;Ttn;Nsl1;Smc2;Spdl1;Ncapg2;Dlgap5;Rec8;Cep55;Psrc1;Smc4;Haspin;Ncapd3
prerank,GO_Biological_Process_2021__microtubule cytoskeleton organization involved in mitosis (GO:1902850),0.6720406554569742,2.686460509957963,0.0,0.0,0.0,54/120,13.21%,Sgo1;Cenpf;Ska1;Spc25;Kif4a;Cenph;Cenpt;Ccnb1;Bub1b;Espl1;Kif2c;Ttk;Nuf2;Sgo2;Kif11;Cenpi;Plk1;Nusap1;Birc5;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Stil;Knl1;Cenpa;Incenp;Aurka;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Stmn1;Kntc1;Dsn1;Tacc3;Nsl1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1;Pmf1;Dlgap5;Cenpo;Gpsm2;Cenps;Zwilch;Rcc1
prerank,Reactome_2022__Resolution Of Sister Chromatid Cohesion R-HSA-2500257,0.6729572576523274,2.6500086068280266,0.0,0.0,0.0,40/101,9.43%,Ccnb2;Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Ccnb1;Bub1b;Cdk1;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Cdca5;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,GO_Biological_Process_2021__centromere complex assembly (GO:0034508),0.7760500001447146,2.6471623258329355,0.0,0.0,0.0,24/36,12.33%,Cenpw;Cenpf;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpe;Cenpk;Cenpu;Hells;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Dlgap5;Cenpo;Cenps;Nasp
prerank,Reactome_2022__Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,0.6853099195156573,2.6158357149751934,0.0,0.0,0.0,36/88,9.43%,Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Bub1b;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,Reactome_2022__EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,0.6742892209341003,2.603437845571046,0.0,0.0,0.0,36/92,9.43%,Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Bub1b;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,Reactome_2022__Cell Cycle Checkpoints R-HSA-69620,0.5887944036286404,2.5857973360708497,0.0,0.0,0.0,86/233,18.40%,H2bc12;Ccnb2;Ube2c;Cdc6;Sgo1;Cenpf;Ska1;Spc25;Ccna2;Cenph;Cenpt;Exo1;Ccnb1;Bub1b;Cdk1;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Clspn;Ccne1;Birc5;Bard1;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Mcm5;Rmi2;Knl1;Cenpa;Dbf4;Incenp;Brca1;Cenpm;Cenpe;Cenpk;H2bc9;Cdca8;Cdc45;Gtse1;Bub1;Cdc20;Cenpu;Kntc1;Mcm6;Mcm3;Blm;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Rfc4;Spdl1;H2ax;Mcm4;Orc6;Cenpo;Rfc3;Mcm7;Pkmyt1;Mcm10;Zwilch;Ccne2;Ube2s;Brip1;Chek2;Rpa3;Rfc2;Cdc7;Mdc1;Rcc2;Rfc5;Cdc25a;Nsd2;Itgb3bp;Ska2;Psmf1;Rangap1;Bub3;Topbp1;Chek1
prerank,GO_Biological_Process_2021__embryonic skeletal system development (GO:0048706),-0.7296786646091115,-2.5815336718389736,0.0,0.0,0.0,25/34,18.23%,Hoxd3;Hoxd4;Alx1;Osr1;Hoxd9;Slc2a10;Sulf2;Pcsk5;Rbp4;Wnt5a;Osr2;Hoxc4;Hoxb3;Nog;Col1a1;Hoxc9;Pdgfra;Sulf1;Sox11;Ucma;Hoxb4;Hoxa4;Wnt11;Dscaml1;Hoxa3
prerank,GO_Biological_Process_2021__mitotic spindle organization (GO:0007052),0.621565647847872,2.5738837482571375,0.0,0.0,0.0,55/146,13.21%,Sgo1;Cenpf;Ska1;Spc25;Kif4a;Cenph;Cenpt;Ccnb1;Bub1b;Kif2c;Ttk;Nuf2;Sgo2;Kif11;Cenpi;Plk1;Kifc1;Tpx2;Birc5;Kif23;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Stil;Knl1;Cenpa;Incenp;Aurka;Cenpm;Cenpe;Cenpk;Prc1;Cdca8;Bub1;Cdc20;Cenpu;Stmn1;Kntc1;Dsn1;Nsl1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1;Pmf1;Dlgap5;Cenpo;Gpsm2;Cenps;Zwilch;Rcc1
prerank,Reactome_2022__Mitotic Spindle Checkpoint R-HSA-69618,0.661162679618199,2.5680959585859098,0.0,0.0,0.0,37/103,9.43%,Ube2c;Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Bub1b;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,"Reactome_2022__Cell Cycle, Mitotic R-HSA-69278",0.5453203370586588,2.5538311457329397,0.0,0.0,0.0,203/451,27.12%,H2bc12;Pttg1;Mybl2;E2f2;Nek2;Ccnb2;Ube2c;Cdc6;Rrm2;Sgo1;Cenpf;Esco2;Ska1;Spc25;Cdc25b;Ccna2;Cenph;Cenpt;Top2a;Ccnb1;Bub1b;Ncapg;Espl1;Cdk1;Kif2c;Nuf2;Sgo2;Cenpi;Tk1;Plk1;Tpx2;Ccne1;Birc5;Ncaph;Cdt1;Kif23;Spc24;Aurkb;Tuba4a;Kif18a;Cdca5;Plk4;Ercc6l;Ndc80;Cenpq;Cep72;Mcm5;Knl1;Cenpa;Hmmr;Tuba8;Dbf4;Fbxo5;Nup210;Incenp;Aurka;Cenpm;Gins1;Cenpe;Cenpk;H2bc9;Cdca8;Cdc45;Gtse1;Gmnn;Bub1;Cdc20;Mastl;Cenpu;Kntc1;Mcm6;Pole2;Ncapd2;Haus4;Mcm3;Dsn1;Rbl1;Gins3;Foxm1;Fen1;H2ac20;Skp2;Lmnb1;Cenpl;Cenpp;Cenpn;Mad2l1;Pole;Rfc4;Spdl1;Ncapg2;H3c13;H2ax;Bora;Pcna;Mcm4;Cdkn2d;Vrk1;Orc6;Gins2;H2az1;Cenpo;Rfc3;Lbr;Mcm7;Prim1;Pkmyt1;Tfdp2;Tuba1c;Mcm10;Cep76;Fzr1;Smc4;Zwilch;Ccne2;Kif20a;Ube2s;Rcc1;Tyms;Ccnd3;Ncapd3;Pola1;Rpa3;Rfc2;Dhfr;Haus8;Pold1;E2f4;Cdc7;Tfdp1;Prkcb;Lin9;Tmpo;H2az2;Rcc2;Rfc5;Cdc25a;Itgb3bp;Ska2;Cep135;Mcph1;Psmf1;Rangap1;Mzt1;Prim2;Bub3;Btrc;E2f1;Gins4;Cep70;Lrig1;Ran;Nup85;Cdc25c;Cep57;Lpin2;Rad21;Pold3;Pola2;Psmd5;Dync1i1;Mcm8;Tubb4b;Tubb4a;Nup93;Hdac1;Ppp2r5b;Cdk5rap2;Stag2;Cdkn1b;Cdk2;Nup205;Anapc15;Ccp110;Nup62;Cep152;Nup107;Ckap5;Cks1b;Lin54;Ppp2r3b;Rb1;Zw10;Psme4;Tuba1b;Nup35;Nup43;Ncaph2;Lyn;Src;Ppp1cc;Cep290;Kif2a;H2aj;Smc3;Haus3;Ubb;Wapl;Odf2;Sirt2;Rps27a;Xpo1;Nedd1
prerank,Reactome_2022__Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,0.7886028912947687,2.538391841401113,0.0,0.0,0.0,23/33,11.18%,H2bc12;Cenpw;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;H2bc9;Cenpu;Hjurp;H2ac20;Cenpl;Cenpp;Cenpn;Mis18bp1;H2ax;H2az1;Cenpo
prerank,GO_Biological_Process_2021__DNA replication-independent nucleosome assembly (GO:0006336),0.7333319472303925,2.5369016158536013,0.0,0.0,0.0,22/37,13.56%,Cenpw;Mis18a;Cenph;Oip5;Cenpt;Asf1b;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;Cenpu;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Cenpo;Cenps;Nasp;Hat1
prerank,Reactome_2022__RHO GTPases Activate Formins R-HSA-5663220,0.6424929473911569,2.536651711667029,0.0,0.0,0.0,37/109,9.43%,Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Bub1b;Kif2c;Nuf2;Diaph3;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,Reactome_2022__Laminin Interactions R-HSA-3000157,-0.7362550651507923,-2.530633225109712,0.0,0.0,0.0,14/22,8.64%,Itga7;Nid2;Lama4;Hspg2;Lamc3;Col18a1;Lama2;Lamb1;Nid1;Lamc1;Lamc2;Lama5;Itgb4;Itga3
prerank,GO_Biological_Process_2021__histone exchange (GO:0043486),0.7608896254973376,2.4944638040890204,0.0,0.0,0.0,21/34,12.33%,Cenpw;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;Cenpu;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Cenpo;Anp32e;Cenps;Nasp
prerank,GO_Biological_Process_2021__regulation of fat cell differentiation (GO:0045598),-0.5557093661246393,-2.4877198696405975,0.0,0.0,0.0,32/70,20.09%,Lep;Frzb;Lpl;Adipoq;Medag;Adig;Rarres2;Wnt5a;Wnt1;Rorc;Lrp3;Trpm4;Ptprq;Zfpm2;Runx1t1;Fermt2;Cmklr1;Pparg;Gper1;Syap1;Zadh2;Trib3;Lrp5;Zbtb16;Nr1d1;Yap1;Trio;Wwtr1;Rora;Zfp36l1;Gdf3;Crebl2
prerank,Reactome_2022__Mitotic Prometaphase R-HSA-68877,0.578437039173736,2.4786984358360855,0.0,0.0,0.0,99/174,30.79%,Nek2;Ccnb2;Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Ccnb1;Bub1b;Ncapg;Cdk1;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Ncaph;Spc24;Aurkb;Tuba4a;Kif18a;Cdca5;Plk4;Ercc6l;Ndc80;Cenpq;Cep72;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Ncapd2;Haus4;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1;Cenpo;Cep76;Smc4;Zwilch;Haus8;Rcc2;Itgb3bp;Ska2;Cep135;Rangap1;Mzt1;Bub3;Cep70;Nup85;Cep57;Rad21;Dync1i1;Tubb4b;Tubb4a;Ppp2r5b;Cdk5rap2;Stag2;Ccp110;Cep152;Nup107;Ckap5;Zw10;Nup43;Ppp1cc;Cep290;Kif2a;Smc3;Haus3;Wapl;Odf2;Xpo1;Nedd1;Nde1;Mad1l1;Pds5a;Ahctf1;Nup133;Cep41;Nup160;Prkca;Ninl;Cntrl;Ndel1;Cep43;Cep78;Eml4
prerank,GO_Biological_Process_2021__external encapsulating structure organization (GO:0045229),-0.4701017015027774,-2.464028942846981,0.0,0.0,0.0,95/186,18.25%,Postn;Col15a1;Itga7;Col5a3;Adamts15;Nid2;Madcam1;Col3a1;Lama4;Adamts16;Adamts5;Spock2;Adamtsl1;Col4a2;Hspg2;Col4a1;Lamc3;Adamts12;Adamts2;Col6a3;Col18a1;Lama2;Lamb1;Nid1;Col5a2;Col28a1;Col6a2;Col6a1;Eln;Pxdn;Col5a1;Mmp2;Sparc;Adamts1;Smoc2;Fgf2;Col14a1;Mfap2;Lox;Col4a6;Mmp17;Mmp28;Fbn1;Col4a5;Lamb2;Lamc1;Lama3;Lamc2;Mfap5;Thsd4;Adamts4;Smoc1;Ecm2;Lama5;Itgb4;Col4a4;Tgm3;Dcn;Matn4;Papln;Mmp14;Jam2;Adamtsl4;Mmp15;Itga3;Agrn;Fbln5;Adam12;Col16a1;Mmp11;Col1a2;Col1a1;Adamts7;App;Pecam1;Jam3;Itga11;Mmp12;Adamts19;Vtn;Col7a1;Dag1;Adamts8;Col8a2;Lamb3;Reck;Aplp1;Adamts9;Serpine1;Col8a1;Adamtsl5;Loxl1;Itga1;Kdr;Mmp19
prerank,GO_Biological_Process_2021__extracellular structure organization (GO:0043062),-0.46722052591151786,-2.4639500530518803,0.0,0.0,0.0,94/186,18.25%,Postn;Col15a1;Itga7;Col5a3;Adamts15;Nid2;Madcam1;Col3a1;Lama4;Adamts16;Adamts5;Spock2;Adamtsl1;Col4a2;Hspg2;Col4a1;Lamc3;Adamts12;Adamts2;Col6a3;Col18a1;Lama2;Lamb1;Nid1;Col5a2;Col28a1;Col6a2;Col6a1;Eln;Pxdn;Col5a1;Mmp2;Sparc;Adamts1;Smoc2;Fgf2;Col14a1;Mfap2;Lox;Col4a6;Mmp17;Mmp28;Fbn1;Col4a5;Lamb2;Lamc1;Lama3;Lamc2;Mfap5;Thsd4;Adamts4;Smoc1;Ecm2;Lama5;Itgb4;Col4a4;Dcn;Matn4;Papln;Mmp14;Jam2;Adamtsl4;Mmp15;Itga3;Agrn;Fbln5;Adam12;Col16a1;Mmp11;Col1a2;Col1a1;Adamts7;App;Pecam1;Jam3;Itga11;Mmp12;Adamts19;Vtn;Col7a1;Dag1;Adamts8;Col8a2;Lamb3;Reck;Aplp1;Adamts9;Serpine1;Col8a1;Adamtsl5;Loxl1;Itga1;Kdr;Mmp19
prerank,GO_Biological_Process_2021__mitotic metaphase plate congression (GO:0007080),0.6747823837210437,2.4569471467768644,0.0,0.0,0.0,15/46,11.86%,Kif14;Ccnb1;Kif2c;Nuf2;Kifc1;Kif22;Cdt1;Kif18a;Cdca5;Ndc80;Cenpe;Cdca8;Spdl1;Cep55;Psrc1
prerank,GO_Biological_Process_2021__chromatin remodeling at centromere (GO:0031055),0.767231704321262,2.4539611421902743,0.0,0.0,0.0,21/31,12.33%,Cenpw;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;Cenpu;Hells;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Cenpo;Cenps;Nasp
prerank,GO_Biological_Process_2021__CENP-A containing chromatin organization (GO:0061641),0.7747293327323266,2.4526790487182972,0.0,0.0,0.0,20/29,12.33%,Cenpw;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;Cenpu;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Cenpo;Cenps;Nasp
prerank,GO_Biological_Process_2021__CENP-A containing nucleosome assembly (GO:0034080),0.7747293327323266,2.4526790487182972,0.0,0.0,0.0,20/29,12.33%,Cenpw;Mis18a;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;Cenpu;Hjurp;Cenpl;Cenpp;Cenpn;Mis18bp1;Cenpo;Cenps;Nasp
prerank,Reactome_2022__Chromosome Maintenance R-HSA-73886,0.6297413515186858,2.4426686883951225,0.0,0.0,0.0,45/90,20.69%,H2bc12;Cenpw;Mis18a;Ccna2;Cenph;Oip5;Cenpt;Cenpi;Cenpq;Knl1;Cenpa;Cenpm;Cenpk;H2bc9;Cenpu;Blm;Fen1;Pif1;Hjurp;H2ac20;Cenpl;Cenpp;Cenpn;Mis18bp1;Rfc4;H2ax;Pcna;H2az1;Cenpo;Dscc1;Rfc3;Prim1;Chtf18;Pola1;Rpa3;Rfc2;Pold1;H2az2;Rfc5;Itgb3bp;Prim2;Lrig1;Dkc1;Pold3;Pola2
prerank,GO_Biological_Process_2021__DNA replication (GO:0006260),0.6039677960177794,2.439137012858426,0.0,0.0,0.0,51/102,23.55%,Cdc6;Pclaf;Exo1;Cdk1;Clspn;Bard1;Mcm5;Fam111a;Rmi2;Dbf4;Brca1;Cdc45;Mcm6;Pole2;Wdhd1;Mcm3;Blm;Ticrr;Orc1;Fen1;Pif1;Mcm2;Recql4;Dut;Pole;Rfc4;Mcm4;Orc6;Rfc3;Mcm7;Timeless;Mcm10;Tipin;Brip1;Pola1;Rpa3;Rfc2;Pold1;Cdc7;Rfc5;Pnkp;Rpa2;Topbp1;Chek1;Pola2;Mcm8;Rhno1;Top1;Cdk2;Helb;Baz1a
prerank,Reactome_2022__Diseases Of Glycosylation R-HSA-3781865,-0.5136894033886735,-2.43739618983779,0.0,0.0,0.0,53/120,20.33%,Muc16;Gpc3;Thbs2;Adamts15;Sema5b;Fmod;Adamts16;Thsd7a;Adamts5;Adamtsl1;Hspg2;Adamts12;Adamts2;Prelp;Thsd7b;Spon2;Adamts1;Thsd4;Sbspon;Adamts4;Cspg4;Notch3;Muc2;Papss2;Dcn;Adamtsl4;Muc4;Agrn;Sdc2;Muc15;Adamts7;Gpc2;Omd;Notch4;Adamts19;Ogn;Slc26a2;Lfng;Dag1;Adamts8;St3gal3;Thsd1;Adamts9;Cspg5;Alg9;Adamtsl5;Pomt2;Gpc4;Gpc6;Gpc1;Dolk;Adamts10;Ext1
prerank,Reactome_2022__DNA Replication R-HSA-69306,0.5975562157726891,2.4358093644774224,0.0,0.0,0.0,50/122,20.97%,H2bc12;Ube2c;Cdc6;Ccna2;Ccne1;Cdt1;Mcm5;Dbf4;Gins1;H2bc9;Cdc45;Gmnn;Mcm6;Pole2;Mcm3;Gins3;Fen1;H2ac20;Skp2;Pole;Rfc4;H3c13;H2ax;Pcna;Mcm4;Orc6;Gins2;H2az1;Rfc3;Mcm7;Prim1;Mcm10;Fzr1;Ccne2;Ube2s;Pola1;Rpa3;Rfc2;Pold1;Cdc7;H2az2;Rfc5;Psmf1;Prim2;Gins4;Lrig1;Pold3;Pola2;Psmd5;Mcm8
prerank,GO_Biological_Process_2021__sister chromatid segregation (GO:0000819),0.7760371115645449,2.434714328120806,0.0,0.0,0.0,17/30,9.44%,Sgo1;Kif18b;Top2a;Espl1;Sgo2;Knstrn;Spag5;Plk1;Nusap1;Kifc1;Kif18a;Ndc80;Cenpk;Cdca8;Dsn1;Nsl1;Ncapg2
prerank,Reactome_2022__O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,-0.6260502985427502,-2.4322685442805456,0.0,0.0,0.0,22/37,17.63%,Thbs2;Adamts15;Sema5b;Adamts16;Thsd7a;Adamts5;Adamtsl1;Adamts12;Adamts2;Thsd7b;Spon2;Adamts1;Thsd4;Sbspon;Adamts4;Adamtsl4;Adamts7;Adamts19;Adamts8;Thsd1;Adamts9;Adamtsl5
prerank,GO_Biological_Process_2021__outflow tract septum morphogenesis (GO:0003148),-0.672179655430764,-2.4186802251357715,0.0,0.0,0.0,19/22,27.40%,Gata6;Isl1;Sema3c;Bmpr1a;Parva;Zfpm2;Robo1;Tbx2;Bmpr2;Tgfbr2;Eng;Lrp2;Robo2;Fgfr2;Tgfb2;Acvr1;Bmp4;Smad6;Nrp1
prerank,Reactome_2022__Separation Of Sister Chromatids R-HSA-2467813,0.5789716858863246,2.415694237411193,0.0,0.0,0.0,40/157,9.43%,Pttg1;Ube2c;Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Bub1b;Espl1;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Spc24;Aurkb;Kif18a;Cdca5;Ercc6l;Ndc80;Cenpq;Knl1;Cenpa;Incenp;Cenpm;Cenpe;Cenpk;Cdca8;Bub1;Cdc20;Cenpu;Kntc1;Dsn1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1
prerank,Reactome_2022__M Phase R-HSA-68886,0.5266951615228128,2.4053389450124185,0.0,0.0,0.0,152/321,30.79%,H2bc12;Pttg1;Nek2;Ccnb2;Ube2c;Sgo1;Cenpf;Ska1;Spc25;Cenph;Cenpt;Ccnb1;Bub1b;Ncapg;Espl1;Cdk1;Kif2c;Nuf2;Sgo2;Cenpi;Plk1;Birc5;Ncaph;Kif23;Spc24;Aurkb;Tuba4a;Kif18a;Cdca5;Plk4;Ercc6l;Ndc80;Cenpq;Cep72;Knl1;Cenpa;Tuba8;Fbxo5;Nup210;Incenp;Cenpm;Cenpe;Cenpk;H2bc9;Cdca8;Bub1;Cdc20;Mastl;Cenpu;Kntc1;Ncapd2;Haus4;Dsn1;H2ac20;Lmnb1;Cenpl;Cenpp;Cenpn;Mad2l1;Spdl1;Ncapg2;H3c13;H2ax;Vrk1;H2az1;Cenpo;Lbr;Tuba1c;Cep76;Smc4;Zwilch;Kif20a;Ube2s;Rcc1;Ncapd3;Haus8;Prkcb;Tmpo;H2az2;Rcc2;Itgb3bp;Ska2;Cep135;Mcph1;Psmf1;Rangap1;Mzt1;Bub3;Cep70;Ran;Nup85;Cep57;Lpin2;Rad21;Psmd5;Dync1i1;Tubb4b;Tubb4a;Nup93;Ppp2r5b;Cdk5rap2;Stag2;Nup205;Anapc15;Ccp110;Nup62;Cep152;Nup107;Ckap5;Rb1;Zw10;Psme4;Tuba1b;Nup35;Nup43;Ncaph2;Ppp1cc;Cep290;Kif2a;H2aj;Smc3;Haus3;Ubb;Wapl;Odf2;Sirt2;Rps27a;Xpo1;Nedd1;Nup58;Set;Aaas;Nde1;Mad1l1;Pds5a;Ahctf1;Nup133;Cep41;Nup160;Nup88;Nup50;Prkca;Uba52;Psmd9;Ninl;Cntrl;Sem1;Nup153;Ndel1;Cep43;Cep78;Eml4
prerank,Reactome_2022__Collagen Chain Trimerization R-HSA-8948216,-0.6020368915527317,-2.3969195608988674,0.0,0.0,0.0,23/40,15.15%,Col15a1;Col6a6;Col5a3;Col3a1;Col4a2;Col4a1;Col6a3;Col18a1;Col5a2;Col28a1;Col6a2;Col6a1;Col5a1;Col14a1;Col4a6;Col4a5;Col4a4;Col16a1;Col1a2;Col1a1;Col7a1;Col12a1;Col8a2
prerank,Reactome_2022__Antimicrobial Peptides R-HSA-6803157,0.7507786382277825,2.3967244845537894,0.0,0.0,0.0,13/32,4.19%,Defa5;Ctsg;S100a8;S100a9;Prtn3;Elane;Pglyrp3;Rnase3;Bpifa2;Pglyrp4;Pglyrp1;Bpi;Lcn2
prerank,GO_Biological_Process_2021__embryonic skeletal system morphogenesis (GO:0048704),-0.6603449956190542,-2.3830495269896588,0.0,0.0,0.0,19/30,18.96%,Hoxd3;Hoxd4;Alx1;Osr1;Hoxd9;Osr2;Hoxc4;Hoxb3;Nog;Hoxc9;Pdgfra;Sox11;Tgfbr2;Hoxb4;Hoxa4;Dscaml1;Fgfr2;Hoxa3;Twist1
prerank,GO_Biological_Process_2021__branching morphogenesis of an epithelial tube (GO:0048754),-0.6297499344932111,-2.379808999108935,0.0,0.0,0.0,27/36,28.09%,Fgf10;Tcf21;Wt1;Sema3e;Col4a1;Hoxd11;Fgf2;Pax2;Dll4;Notch4;Tgfbr2;Vegfa;Eng;Lrp5;Pkd2;Lrp6;Gli2;Pkhd1;Met;Kdr;Epha2;Bmp4;Tie1;Npnt;Rasip1;Nrp1;Cited1
prerank,Reactome_2022__DNA Strand Elongation R-HSA-69190,0.7564629755633143,2.3794103137259808,0.0,0.0,0.0,25/30,20.97%,Mcm5;Gins1;Cdc45;Mcm6;Mcm3;Gins3;Fen1;Rfc4;Pcna;Mcm4;Gins2;Rfc3;Mcm7;Prim1;Pola1;Rpa3;Rfc2;Pold1;Rfc5;Prim2;Gins4;Lrig1;Pold3;Pola2;Mcm8
prerank,KEGG_2021_Human__Regulation of lipolysis in adipocytes,-0.6034555688147406,-2.378263333876929,0.0,0.0,0.0,22/48,15.60%,Adrb3;Plin1;Aqp7;Tshr;Pnpla2;Lipe;Ptger3;Npy1r;Fabp4;Irs4;Plaat3;Gnai1;Pde3b;Adrb1;Irs1;Prkg1;Mgll;Adcy3;Adcy5;Adora1;Adcy4;Prkg2
prerank,Reactome_2022__Defective B3GALTL Causes PpS R-HSA-5083635,-0.6379217769583714,-2.373525075909501,0.0,0.0,0.0,22/36,17.63%,Thbs2;Adamts15;Sema5b;Adamts16;Thsd7a;Adamts5;Adamtsl1;Adamts12;Adamts2;Thsd7b;Spon2;Adamts1;Thsd4;Sbspon;Adamts4;Adamtsl4;Adamts7;Adamts19;Adamts8;Thsd1;Adamts9;Adamtsl5
prerank,GO_Biological_Process_2021__fatty acid catabolic process (GO:0009062),-0.5365848417163807,-2.371259259422295,0.0,0.0,0.0,45/60,36.56%,Adipoq;Abcd2;Acad11;Ehhadh;Acad10;Abhd3;Aig1;Pccb;Acox1;Pcca;Echdc2;Hadh;Phyh;Decr1;Ilvbl;Echdc1;Lpin3;Abcd4;Echs1;Aldh3a2;Lpin1;Cpt2;Scp2;Mmut;Mcee;Pex13;Eci1;Acat1;Crot;Nudt7;Mecr;Hsd17b4;Hadha;Acaa2;Acads;Eci2;Bdh2;Auh;Acadvl;Hsd17b10;Hacl1;Cel;Acadl;Abhd1;Hadhb
prerank,GO_Biological_Process_2021__DNA replication initiation (GO:0006270),0.7156783612259899,2.3672926983134026,0.0,0.0,0.0,29/36,25.58%,Cdc6;Cdt1;Mcm5;Dbf4;Cdc45;Gmnn;Mcm6;Pole2;Mcm3;Orc1;Mcm2;Pole;Mcm4;Orc6;Mcm7;Prim1;Mcm10;Pola1;Rpa3;Cdc7;Prim2;Rpa2;Topbp1;Pola2;Mcm8;Cdk2;Cdc34;Rpa1;Lrwd1
